ngay,san_pham,khu_vuc,so_luong,don_gia,doanh_thu
2023-03-26,Cà phê,Gia Lai,39.0,151040.0,5890560.0
2024-04-19,Thổ cẩm,Đắk Lắk,3.0,105811.0,317433.0
2024-01-18,Thổ cẩm,Gia Lai,46.0,86519.0,3979874.0
2024-09-12,Đường,Kon Tum,6.0,319790.0,1918740.0
2023-09-01,Gùi mây,Đắk Lắk,63.0,151921.0,9571023.0
 23/06/2023 ,Cà phê,Gia Lai,79.0,148187.0,11706773.0
2024-05-23,Gạo,Phú Yên,37.0,344361.0,
2024-02-03,Gùi mây,Phú Yên,70.0,121987.0,8539090.0
2024-01-25,Rượu cần,Bình Định,66.0,18169.0,1199154.0
2023-12-05,Gạo,Gia Lai,55.0,199010.0,10945550.0
2024-03-23,Thổ cẩm,Đắk Lắk,46.0,301865.0,13885790.0
2023-12-06,Rượu cần,Bình Định,60.0,44032.0,2641920.0
2023-06-25,Muối,Phú Yên,124.0,15143.0,1877732.0
2024-06-24,Muối,Đắk Lắk,56.0,42467.0,2378152.0
2024-06-19,Gạo,Kon Tum,41.0,67089.0,2750649.0
2023-05-11,Đường,Kon Tum,16.0,234994.0,3759904.0
2023-09-30,Thổ cẩm,Đắk Lắk,67.0,39276.0,2631492.0
2023-02-12,Đường,Kon Tum,57.0,270001.0,15390057.0
2023-11-24,Thổ cẩm,Đắk Lắk,67.0,276585.0,18531195.0
2023-10-09,Đường,Phú Yên,55.0,161375.0,8875625.0
2023-09-19,Mật ong rừng,Kon Tum,39.0,160663.0,6265857.0
2023-12-08,Rượu cần,Kon Tum,101.0,275267.0,27801967.0
2024-09-18,Mật ong rừng,Gia Lai,53.0,19676.0,1042828.0
2024-05-26,Rượu cần,Phú Yên,18.0,248163.0,4466934.0
2024-09-27,Thổ cẩm,Kon Tum,31.0,275412.0,8537772.0
2023-10-18,Rượu cần,Đắk Lắk,27.0,201372.0,5437044.0
2024-11-27,Mật ong rừng,Kon Tum,66.0,270462.0,17850492.0
2023-09-08,Rượu cần,Bình Định,31.0,93922.0,2911582.0
2023-09-05,Rượu cần,Phú Yên,57.0,33390.0,1903230.0
2023-02-08,Đường,Đắk Lắk,47.0,134822.0,6336634.0
2023-03-05,Gùi mây,Phú Yên,59.0,313407.0,18491013.0
2024-06-23,Cà phê,Đắk Lắk,47.0,134546.0,6323662.0
2024-03-15,Rượu cần,Kon Tum,26.0,206173.0,5360498.0
2024-02-23,Cà phê,Phú Yên,60.0,144334.0,8660040.0
2023-11-21,Thổ cẩm,Kon Tum,46.0,216837.0,9974502.0
2023-12-15,Gùi mây,Kon Tum,43.0,62864.0,2703152.0
2023-11-05,Muối,Đắk Lắk,18.0,148742.0,2677356.0
15/08/2024,Gùi mây,Bình Định,22.0,56027.0,1232594.0
2023-08-20,Gùi mây,Bình Định,52.0,233600.0,12147200.0
2023-05-31,Muối,Gia Lai,48.0,79054.0,3794592.0
2024-01-19,Mật ong rừng,Đắk Lắk,55.0,174117.0,9576435.0
2023-04-18,Mật ong rừng,Phú Yên,17.0,347274.0,5903658.0
2024-12-15,Rượu cần,Đắk Lắk,33.0,141334.0,4664022.0
2024-05-17,Đường,Đắk Lắk,46.0,184394.0,8482124.0
2023-07-06,Mật ong rừng,Kon Tum,55.0,240252.0,13213860.0
2023-12-01,Đường,Bình Định,86.0,55668.0,4787448.0
2023-09-27,Muối,Bình Định,64.0,169835.0,10869440.0
2024-12-21,Đường,Gia Lai,47.0,61183.0,2875601.0
2023-07-16,Đường,Đắk Lắk,37.0,268338.0,9928506.0
2023-07-27,Mật ong rừng,Gia Lai,67.0,105001.0,7035067.0
2023-03-22,Thổ cẩm,Bình Định,67.0,107225.0,7184075.0
2023-11-27,Cà phê,Đắk Lắk,45.0,240849.0,10838205.0
2024-08-15,Đường,Phú Yên,67.0,55121.0,3693107.0
2024-05-31,Cà phê,Kon Tum,67.0,331313.0,22197971.0
2023-09-23,Đường,Đắk Lắk,15.0,30451.0,456765.0
2024-09-08,Cà phê,Đắk Lắk,56.0,261018.0,14617008.0
2023-08-10,Đường,Gia Lai,76.0,197850.0,15036600.0
2024-05-04,Thổ cẩm,Đắk Lắk,51.0,36498.0,1861398.0
2023-02-25,Thổ cẩm,Đắk Lắk,26.0,291559.0,7580534.0
2023-05-15,Mật ong rừng,Bình Định,67.0,165663.0,11099421.0
2023-01-19,Gùi mây,Bình Định,53.0,344837.0,18276361.0
2024-07-02,Thổ cẩm,Gia Lai,52.0,248999.0,12947948.0
2023-03-26,Mật ong rừng,Đắk Lắk,76.0,267332.0,20317232.0
2023-08-31,Gạo,Đắk Lắk,56.0,54980.0,3078880.0
2023-10-20,Rượu cần,Đắk Lắk,33.0,255138.0,8419554.0
2023-01-31,Mật ong rừng,Phú Yên,107.0,266236.0,28487252.0
2024-03-18,Đường,Bình Định,49.0,276665.0,13556585.0
2024-09-14,Mật ong rừng,Phú Yên,41.0,238326.0,9771366.0
2023-09-26,Mật ong rừng,Bình Định,12.0,127114.0,1525368.0
2024-06-21,Mật ong rừng,Phú Yên,30.0,244334.0,7330020.0
2023-12-26,Đường,Kon Tum,45.0,21816.0,981720.0
2024-11-05,Mật ong rừng,Kon Tum,62.0,211629.0,13120998.0
2023-12-03,Gùi mây,Phú Yên,52.0,33917.0,1763684.0
2023-03-12,Gạo,Kon Tum,61.0,269878.0,16462558.0
2024-11-21,Thổ cẩm,Kon Tum,55.0,191689.0,10542895.0
2023-09-27,Cà phê,Bình Định,28.0,95186.0,2665208.0
2024-09-30,Rượu cần,Gia Lai,32.0,194136.0,6212352.0
07/02/2024,Muối,Bình Định,29.0,122996.0,3566884.0
2024-05-22,Muối,Kon Tum,51.0,288447.0,14710797.0
2024-01-06,Cà phê,Gia Lai,59.0,44809.0,2643731.0
2023-05-05,Gạo,Bình Định,71.0,188360.0,13373560.0
2024-04-08,Thổ cẩm,Phú Yên,41.0,172884.0,7088244.0
2024-10-28,Thổ cẩm,Bình Định,53.0,161550.0,8562150.0
2024-06-05,Thổ cẩm,Gia Lai,66.0,106815.0,7049790.0
2024-03-11,Gạo,Gia Lai,67.0,349426.0,23411542.0
2023-07-04,Muối,Bình Định,57.0,255130.0,14542410.0
2024-02-27,Cà phê,Đắk Lắk,-58.0,81700.0,4738600.0
2023-11-15,Đường,Bình Định,29.0,332316.0,9637164.0
2024-07-10,Gùi mây,Đắk Lắk,51.0,276834.0,14118534.0
2023-07-31,Cà phê,Đắk Lắk,41.0,68438.0,2805958.0
2024-10-30,Gùi mây,Kon Tum,47.0,249206.0,11712682.0
2023-07-06,Rượu cần,Kon Tum,47.0,253521.0,11915487.0
2023-04-09,Gạo,Phú Yên,80.0,232326.0,18586080.0
2024-11-23,Gạo,Phú Yên,54.0,162939.0,8798706.0
2024-11-20,Thổ cẩm,Bình Định,26.0,147669.0,3839394.0
2023-10-16,Gùi mây,Đắk Lắk,57.0,280423.0,15984111.0
2023-10-22,Gạo,Kon Tum,25.0,62442.0,1561050.0
2024-08-11,Mật ong rừng,Phú Yên,34.0,110110.0,3743740.0
2023-03-12,Đường,Bình Định,43.0,199551.0,8580693.0
2024-11-24,Mật ong rừng,bình định,35.0,251675.0,8808625.0
2024-07-29,Muối,Đắk Lắk,59.0,119921.0,7075339.0
2023-01-21,Gùi mây,Phú Yên,68.0,102801.0,6990468.0
2023-07-31,Rượu cần,Bình Định,63.0,198802.0,12524526.0
2023-12-19,Đường,Phú Yên,21.0,163460.0,3432660.0
2023-07-21,Đường,Đắk Lắk,73.0,291992.0,388241725.64848244
2023-04-27,Cà phê,Bình Định,79.0,243586.0,19243294.0
2024-04-29,Cà phê,Kon Tum,28.0,162538.0,4551064.0
2023-11-06,Cà phê,Đắk Lắk,69.0,181297.0,12509493.0
2024-02-28,Rượu cần,Phú Yên,45.0,69818.0,3141810.0
2023-08-28,Rượu cần,Đắk Lắk,52.0,40103.0,2085356.0
2023-02-12,Gùi mây,Đắk Lắk,65.0,182297.0,11849305.0
2024-04-25,Đường,Đắk Lắk,78.0,168003.0,13104234.0
2023-12-27,Đường,Phú Yên,75.0,250816.0,18811200.0
2023-04-18,Thổ cẩm,Bình Định,37.0,85831.0,3175747.0
2024-07-01,Gạo,Gia Lai,55.0,29071.0,1598905.0
2023-01-26,Đường,Đắk Lắk,14.0,209840.0,2937760.0
2024-03-30,Gùi mây,Kon Tum,14.0,203746.0,2852444.0
2024-01-07,Gạo,Bình Định,24.0,193802.0,4651248.0
2024-11-12,Mật ong rừng,Bình Định,44.0,348218.0,15321592.0
2023-05-23,Cà phê,Đắk Lắk,86.0,67183.0,5777738.0
2023-06-25,Muối,Đắk Lắk,73.0,252919.0,18463087.0
2023-06-28,Cà phê,Kon Tum,37.0,158760.0,5874120.0
2023-07-24,Mật ong rừng,Kon Tum,72.0,217003.0,15624216.0
2023-01-16,Mật ong rừng,Đắk Lắk,36.0,130286.0,4690296.0
2023-02-26,Cà phê,Gia Lai,49.0,107986.0,5291314.0
2024-07-23,Mật ong rừng,Gia Lai,31.0,157632.0,4886592.0
2023-04-22,Muối,Đắk Lắk,23.0,66904.0,1538792.0
2024-10-25,Gùi mây,Gia Lai,43.0,193171.0,8306353.0
2024-12-22,Thổ cẩm,Đắk Lắk,39.0,166018.0,6474702.0
2024-01-11,Thổ cẩm,Kon Tum,48.0,134009.0,6432432.0
2023-08-05,Muối,Gia Lai,92.0,196288.0,18058496.0
2023-01-31,Mật ong rừng,Đắk Lắk,33.0,75445.0,2489685.0
2023-09-04,Muối,Gia Lai,98.0,59626.0,5843348.0
2024-08-02,Gùi mây,Bình Định,1.0,187472.0,187472.0
25/08/2024,Thổ cẩm,Kon Tum,52.0,294410.0,15309320.0
2023-11-13,Mật ong rừng,Kon Tum,37.0,346873.0,12834301.0
2024-07-07,Đường,Gia Lai,80.0,116207.0,9296560.0
2024-02-20,Gùi mây,Kon Tum,55.0,319797.0,17588835.0
2024-05-10,Gạo,Phú Yên,67.0,330584.0,22149128.0
2024-02-25,Rượu cần,Đắk Lắk,24.0,48295.0,1159080.0
2023-02-28,Muối,Kon Tum,53.0,157805.0,8363665.0
2023-03-24,Gùi mây,Gia Lai,45.0,218553.0,9834885.0
2023-11-13,Mật ong rừng,Kon Tum,37.0,346873.0,12834301.0
2023-09-22,Cà phê,Gia Lai,67.0,257097.0,17225499.0
2023-05-19,Rượu cần,Phú Yên,-32.0,227513.0,7280416.0
2023-07-04,Gạo,Phú Yên,26.0,134240.0,3490240.0
 06/05/2023 ,Gạo,Bình Định,28.0,289285.0,8099980.0
2024-09-18,Mật ong rừng,Kon Tum,49.0,314239.0,15397711.0
2024-02-26,Đường,Gia Lai,37.0,66279.0,2452323.0
2024-11-15,Gạo,Đắk Lắk,1.0,39361.0,39361.0
2023-10-23,Thổ cẩm,Đắk Lắk,55.0,70965.0,3903075.0
2023-05-24,Rượu cần,Kon Tum,19.0,233415.0,4434885.0
2023-09-24,Gùi mây,Bình Định,56.0,57611.0,3226216.0
2024-01-04,Rượu cần,Bình Định,51.0,56231.0,2867781.0
10/04/2023,Rượu cần,Gia Lai,49.0,72664.0,3560536.0
2023-03-25,Muối,Gia Lai,25.0,101799.0,2544975.0
2023-05-09,Rượu cần,Đắk Lắk,75.0,71720.0,5379000.0
2024-06-18,Thổ cẩm,Kon Tum,46.0,244811.0,11261306.0
2023-06-02,Thổ cẩm,Gia Lai,80.0,169784.0,13582720.0
2024-07-20,Muối,Kon Tum,20.0,278705.0,5574100.0
06/03/2023,Gùi mây,Đắk Lắk,62.0,336925.0,20889350.0
2024-06-18,Gùi mây,Gia Lai,75.0,329580.0,24718500.0
2023-03-31,Muối,Gia Lai,35.0,321289.0,11245115.0
25/06/2024,Cà phê,Bình Định,31.0,247888.0,7684528.0
2023-02-01,Thổ cẩm,Kon Tum,54.0,282633.0,15262182.0
2023-04-02,Muối,Bình Định,28.0,248649.0,6962172.0
2023-10-24,Gùi mây,Đắk Lắk,76.0,61849.0,4700524.0
2024-04-04,Gùi mây,Phú Yên,68.0,59528.0,70203673.21783216
2024-10-14,Gùi mây,Gia Lai,51.0,87960.0,4485960.0
2024-01-23,Gùi mây,Kon Tum,66.0,331142.0,21855372.0
2023-08-07,Đường,Đắk Lắk,47.0,260793.0,12257271.0
2023-05-27,Rượu cần,Đắk Lắk,29.0,314526.0,9121254.0
2023-01-06,Gạo,Gia Lai,27.0,289152.0,7807104.0
2024-12-08,Thổ cẩm,Phú Yên,56.0,231111.0,12942216.0
2023-05-01,Đường,Gia Lai,44.0,129513.0,5698572.0
2024-09-26,Thổ cẩm,Kon Tum,23.0,100938.0,2321574.0
2023-12-09,Gạo,Đắk Lắk,64.0,103905.0,6649920.0
2023-06-08,Thổ cẩm,Kon Tum,20.0,322605.0,6452100.0
2023-01-18,Thổ cẩm,Gia Lai,64.0,39102.0,2502528.0
2024-06-04,Mật ong rừng,Đắk Lắk,34.0,23105.0,785570.0
2023-03-22,Gạo,Đắk Lắk,78.0,261155.0,20370090.0
2024-12-02,Gạo,Đắk Lắk,46.0,194865.0,8963790.0
2024-09-11,Muối,Kon Tum,49.0,103962.0,5094138.0
2024-09-27,Gùi mây,Bình Định,57.0,153578.0,8753946.0
2024-04-15,Gùi mây,Kon Tum,30.0,322996.0,9689880.0
2023-10-14,Đường,Kon Tum,57.0,31596.0,1800972.0
2023-11-15,Thổ cẩm,Đắk Lắk,56.0,75476.0,4226656.0
2023-11-21,Gạo,Kon Tum,84.0,274027.0,23018268.0
2024-07-03,Đường,Đắk Lắk,67.0,206704.0,13849168.0
2024-10-22,Gùi mây,Đắk Lắk,76.0,205209.0,15595884.0
2023-07-24,Gạo,Đắk Lắk,92.0,340347.0,31311924.0
2023-09-11,Rượu cần,Phú Yên,70.0,133228.0,9325960.0
2024-03-22,Rượu cần,Bình Định,63.0,195704.0,12329352.0
2024-07-03,Gùi mây,Bình Định,16.0,250176.0,4002816.0
2024-07-22,Đường,Kon Tum,52.0,292015.0,15184780.0
2023-04-17,Muối,Gia Lai,56.0,231465.0,12962040.0
2024-12-26,Mật ong rừng,Phú Yên,42.0,342241.0,14374122.0
2023-01-30,Đường,Phú Yên,57.0,149559.0,8524863.0
2024-11-25,Đường,Gia Lai,51.0,290856.0,14833656.0
2023-09-18,Cà phê,Kon Tum,51.0,303514.0,15479214.0
2024-10-13,Thổ cẩm,Bình Định,68.0,150595.0,10240460.0
2023-10-15,Gạo,Bình Định,,48167.0,3227189.0
2024-05-16,Muối,Phú Yên,38.0,326079.0,12391002.0
2023-12-06,Cà phê,gia lai,71.0,109787.0,7794877.0
2024-04-01,Gạo,Phú Yên,60.0,72342.0,4340520.0
2024-02-08,Gùi mây,Gia Lai,25.0,113905.0,2847625.0
2023-07-10,Mật ong rừng,Gia Lai,53.0,141916.0,7521548.0
17/07/2024,Mật ong rừng,Kon Tum,62.0,22022.0,1365364.0
15/04/2024,Thổ cẩm,Phú Yên,41.0,329971.0,13528811.0
2024-10-26,Mật ong rừng,Gia Lai,45.0,28926.0,1301670.0
2023-07-05,Đường,Gia Lai,52.0,150601.0,7831252.0
2023-12-22,Cà phê,Kon Tum,55.0,282842.0,15556310.0
2024-02-08,Gạo,Đắk Lắk,27.0,97207.0,2624589.0
2023-09-07,Mật ong rừng,Bình Định,55.0,230622.0,12684210.0
2024-07-02,Cà phê,Bình Định,75.0,129881.0,9741075.0
2024-10-17,Cà phê,Phú Yên,23.0,254136.0,5845128.0
2023-08-28,Gùi mây,Kon Tum,63.0,151054.0,9516402.0
2023-11-21,Muối,Đắk Lắk,32.0,187002.0,5984064.0
2024-06-19,Gạo,Bình Định,42.0,60690.0,2548980.0
2023-07-01,Muối,Gia Lai,47.0,81314.0,3821758.0
2023-03-23,Rượu cần,Đắk Lắk,64.0,156599.0,10022336.0
2024-11-21,Muối,Phú Yên,37.0,341176.0,12623512.0
2023-06-03,Muối,Bình Định,37.0,72490.0,2682130.0
2023-04-14,Thổ cẩm,Gia Lai,35.0,76592.0,2680720.0
2024-05-21,Thổ cẩm,Gia Lai,64.0,347007.0,22208448.0
2024-03-29,Mật ong rừng,Gia Lai,79.0,98200.0,
2024-01-16,Gùi mây,Bình Định,31.0,320219.0,9926789.0
2023-03-13,Gùi mây,Kon Tum,70.0,42292.0,2960440.0
2024-11-10,Gùi mây,Gia Lai,26.0,103195.0,2683070.0
2024-07-12,Thổ cẩm,Kon Tum,70.0,40435.0,2830450.0
2024-11-27,Rượu cần,Bình Định,64.0,17018.0,1089152.0
2023-08-09,Gùi mây,Bình Định,62.0,332933.0,20641846.0
2024-08-12,Muối,Đắk Lắk,2.0,236639.0,473278.0
2023-01-24,Gạo,Kon Tum,58.0,156418.0,9072244.0
2023-03-21,Thổ cẩm,Phú Yên,54.0,63888.0,3449952.0
2024-02-06,Cà phê,Kon Tum,66.0,304358.0,20087628.0
2024-06-16,Gùi mây,Kon Tum,67.0,286340.0,19184780.0
2024-01-22,Thổ cẩm,Phú Yên,28.0,97474.0,2729272.0
2024-09-17,Gạo,Phú Yên,71.0,234345.0,16638495.0
2024-11-08,Đường,Bình Định,56.0,168077.0,9412312.0
2024-05-02,Rượu cần,Kon Tum,44.0,42100.0,1852400.0
2023-11-12,Thổ cẩm,Đắk Lắk,56.0,348009.0,19488504.0
2024-10-03,Gùi mây,Gia Lai,31.0,56790.0,1760490.0
2023-03-09,Gùi mây,Kon Tum,83.0,203559.0,16895397.0
2023-05-06,Cà phê,Kon Tum,82.0,146549.0,12017018.0
2024-09-28,Gạo,Đắk Lắk,41.0,20160.0,826560.0
2024-10-06,Đường,Kon Tum,77.0,212462.0,16359574.0
2024-01-09,Muối,Bình Định,58.0,248808.0,
2024-08-13,Gạo,Đắk Lắk,53.0,36156.0,1916268.0
2023-07-26,Thổ cẩm,Bình Định,41.0,246690.0,10114290.0
2024-10-10,Cà phê,Bình Định,62.0,209047.0,12960914.0
2023-02-02,Muối,Bình Định,55.0,321553.0,17685415.0
2024-04-02,Mật ong rừng,Gia Lai,9.0,142004.0,1278036.0
2024-05-19,Cà phê,Gia Lai,66.0,131201.0,8659266.0
2023-06-02,Cà phê,Kon Tum,25.0,25622.0,640550.0
2023-12-29,Đường,Bình Định,77.0,119433.0,9196341.0
2024-02-21,Gạo,Gia Lai,77.0,270639.0,20839203.0
2023-04-22,Mật ong rừng,Kon Tum,45.0,177448.0,7985160.0
2024-03-06,Mật ong rừng,Bình Định,47.0,18358.0,862826.0
2023-10-03,Đường,Đắk Lắk,48.0,108808.0,5222784.0
2023-12-31,Cà phê,Bình Định,63.0,208822.0,13155786.0
2023-07-22,Thổ cẩm,Đắk Lắk,78.0,253370.0,19762860.0
13/01/2024,Gùi mây,Phú Yên,24.0,40974.0,983376.0
2024-02-08,Thổ cẩm,Phú Yên,51.0,220022.0,11221122.0
2024-05-10,Rượu cần,Gia Lai,64.0,222135.0,14216640.0
2023-05-20,Gùi mây,Đắk Lắk,26.0,264464.0,6876064.0
2023-02-23,Gạo,Phú Yên,80.0,213042.0,17043360.0
2024-11-18,Gạo,Kon Tum,106.0,201975.0,21409350.0
2023-02-24,Thổ cẩm,Phú Yên,,316806.0,19958778.0
2024-02-09,Gạo,Phú Yên,44.0,286050.0,12586200.0
2023-09-22,Thổ cẩm,Bình Định,51.0,90467.0,4613817.0
2024-06-19,Rượu cần,Đắk Lắk,64.0,301841.0,19317824.0
2024-06-16,Gạo,Gia Lai,69.0,249966.0,17247654.0
2023-01-22,Gùi mây,Đắk Lắk,36.0,282159.0,10157724.0
2023-12-30,Gạo,Bình Định,81.0,55470.0,4493070.0
2023-03-24,Thổ cẩm,Gia Lai,39.0,287295.0,11204505.0
2024-11-07,Gạo,Phú Yên,30.0,144944.0,4348320.0
2023-05-28,Gùi mây,Đắk Lắk,52.0,118625.0,6168500.0
2024-11-16,Gùi mây,Kon Tum,36.0,32658.0,1175688.0
2024-01-06,Cà phê,Phú Yên,55.0,104225.0,5732375.0
2024-04-11,Gùi mây,Phú Yên,33.0,335912.0,11085096.0
2024-01-05,Cà phê,Gia Lai,53.0,203016.0,10759848.0
2024-01-13,Mật ong rừng,gia lai,30.0,83466.0,2503980.0
2023-12-09,Gùi mây,Đắk Lắk,25.0,170761.0,4269025.0
2024-09-18,Thổ cẩm,Kon Tum,49.0,65332.0,3201268.0
2023-08-05,Cà phê,Gia Lai,57.0,42243.0,57679780.66364252
29/12/2024,Gùi mây,Kon Tum,51.0,339285.0,17303535.0
2023-08-04,Mật ong rừng,Đắk Lắk,29.0,175115.0,5078335.0
2023-11-07,Gạo,Đắk Lắk,70.0,302150.0,21150500.0
2023-03-21,Mật ong rừng,Bình Định,45.0,254565.0,11455425.0
2024-02-26,Đường,Đắk Lắk,62.0,248516.0,15407992.0
2023-11-23,Thổ cẩm,Bình Định,47.0,170528.0,8014816.0
2024-06-19,Gạo,Kon Tum,41.0,67089.0,2750649.0
2024-05-28,Gùi mây,Bình Định,38.0,152558.0,5797204.0
2023-03-02,Cà phê,Gia Lai,30.0,195644.0,5869320.0
2023-02-10,Gạo,Phú Yên,37.0,121698.0,4502826.0
2024-06-06,Mật ong rừng,Gia Lai,48.0,263920.0,12668160.0
2024-11-23,Muối,Bình Định,40.0,134749.0,5389960.0
2024-07-28,Đường,Gia Lai,54.0,296390.0,16005060.0
2024-12-19,Rượu cần,Phú Yên,45.0,139458.0,6275610.0
2024-08-01,Đường,Đắk Lắk,35.0,54299.0,1900465.0
2023-12-04,Thổ cẩm,Phú Yên,57.0,332792.0,18969144.0
2023-12-12,Rượu cần,Phú Yên,62.0,152791.0,9473042.0
2023-10-30,Gùi mây,Đắk Lắk,69.0,270874.0,18690306.0
2023-02-10,Gùi mây,Đắk Lắk,69.0,115260.0,7952940.0
2023-08-30,Muối,Kon Tum,9.0,121232.0,1091088.0
2023-08-26,Gạo,Bình Định,68.0,249751.0,16983068.0
2023-10-11,Mật ong rừng,Phú Yên,17.0,102200.0,1737400.0
2024-09-11,Gùi mây,Đắk Lắk,50.0,179676.0,8983800.0
2024-11-20,Cà phê,Đắk Lắk,90.0,146789.0,13211010.0
2023-07-30,Gạo,Đắk Lắk,29.0,99785.0,2893765.0
2023-07-05,Gùi mây,Bình Định,43.0,135732.0,5836476.0
2023-09-21,Muối,Đắk Lắk,7.0,281471.0,1970297.0
2024-10-31,Gạo,Bình Định,36.0,291407.0,10490652.0
2024-01-29,Gùi mây,Bình Định,50.0,156347.0,7817350.0
2023-12-29,Thổ cẩm,Gia Lai,58.0,338438.0,19629404.0
2023-09-14,Muối,Đắk Lắk,44.0,250260.0,11011440.0
2023-03-21,Mật ong rừng,Gia Lai,25.0,127456.0,3186400.0
2023-06-29,Thổ cẩm,Đắk Lắk,77.0,266632.0,20530664.0
2024-05-11,Cà phê,Gia Lai,52.0,304649.0,15841748.0
2024-08-13,Mật ong rừng,Đắk Lắk,50.0,185167.0,9258350.0
2024-03-21,Thổ cẩm,Kon Tum,28.0,218995.0,6131860.0
2024-04-29,Mật ong rừng,Gia Lai,37.0,227227.0,8407399.0
2024-04-28,Mật ong rừng,Bình Định,85.0,124303.0,10565755.0
2023-03-13,Rượu cần,Đắk Lắk,44.0,226101.0,9948444.0
2023-10-09,Gùi mây,Gia Lai,53.0,92044.0,4878332.0
2024-04-14,Cà phê,Phú Yên,61.0,110610.0,6747210.0
2024-11-21,Cà phê,Gia Lai,-33.0,329920.0,10887360.0
2024-04-13,Mật ong rừng,Đắk Lắk,41.0,69461.0,2847901.0
2024-03-25,Gùi mây,Bình Định,50.0,222359.0,11117950.0
2024-06-06,Rượu cần,Gia Lai,35.0,344871.0,12070485.0
25/03/2024,Gùi mây,Bình Định,44.0,151438.0,6663272.0
2024-02-24,Rượu cần,Đắk Lắk,45.0,95817.0,4311765.0
2023-02-20,Đường,Đắk Lắk,50.0,122575.0,6128750.0
2023-03-06,Gùi mây,Gia Lai,50.0,175237.0,8761850.0
2024-06-11,Đường,Gia Lai,51.0,206582.0,10535682.0
2024-01-05,Rượu cần,Gia Lai,64.0,144563.0,9252032.0
2023-07-13,Gạo,Kon Tum,53.0,272244.0,14428932.0
2023-08-11,Gùi mây,đắk lắk,43.0,247055.0,10623365.0
2024-02-09,Rượu cần,Đắk Lắk,85.0,125812.0,10694020.0
2023-12-20,Gùi mây,Phú Yên,77.0,67519.0,5198963.0
2024-11-14,Gùi mây,Phú Yên,67.0,243916.0,16342372.0
2024-08-27,Thổ cẩm,Bình Định,66.0,140470.0,9271020.0
2023-12-26,Rượu cần,Kon Tum,80.0,41119.0,3289520.0
2024-12-19,Muối,Bình Định,79.0,147956.0,11688524.0
2023-01-24,Cà phê,kon tum,57.0,283545.0,16162065.0
2023-01-12,Gạo,Kon Tum,73.0,241421.0,17623733.0
2024-03-31,Rượu cần,Phú Yên,46.0,31859.0,1465514.0
2023-01-19,Thổ cẩm,Bình Định,70.0,273896.0,19172720.0
2023-10-01,Mật ong rừng,Kon Tum,37.0,323995.0,11987815.0
2023-11-01,Rượu cần,Phú Yên,20.0,138594.0,2771880.0
2023-12-14,Gùi mây,Bình Định,38.0,55885.0,2123630.0
2023-10-21,Muối,Đắk Lắk,68.0,245910.0,16721880.0
2023-07-14,Cà phê,Gia Lai,70.0,39336.0,2753520.0
2023-12-19,Gùi mây,Bình Định,55.0,172438.0,9484090.0
2023-06-08,Gạo,Bình Định,52.0,223408.0,11617216.0
2024-01-20,Mật ong rừng,Kon Tum,36.0,54816.0,1973376.0
2023-06-20,Gạo,Bình Định,48.0,194410.0,9331680.0
 09/05/2024 ,Thổ cẩm,Gia Lai,32.0,267131.0,8548192.0
2023-05-06,Mật ong rừng,Phú Yên,97.0,297215.0,28829855.0
2023-12-10,Cà phê,Phú Yên,31.0,141460.0,4385260.0
2023-12-19,Muối,Phú Yên,41.0,199797.0,8191677.0
2023-01-04,Gùi mây,Đắk Lắk,42.0,309752.0,13009584.0
2023-06-12,Gùi mây,Gia Lai,44.0,166934.0,7345096.0
2024-06-19,Mật ong rừng,Kon Tum,30.0,278733.0,8361990.0
2024-08-02,Gạo,Bình Định,63.0,113459.0,7147917.0
2024-05-18,Cà phê,Gia Lai,51.0,122810.0,6263310.0
08/11/2023,Muối,Bình Định,-47.0,30901.0,37479372.34714422
2024-05-10,Đường,Kon Tum,33.0,236340.0,7799220.0
2024-09-02,Mật ong rừng,Kon Tum,53.0,44165.0,2340745.0
2024-02-11,Rượu cần,Đắk Lắk,58.0,322525.0,18706450.0
2024-08-26,Mật ong rừng,Đắk Lắk,50.0,34931.0,1746550.0
2024-04-02,Muối,Kon Tum,39.0,305711.0,
2024-11-07,Muối,Bình Định,58.0,23425.0,1358650.0
2023-03-15,Gùi mây,Phú Yên,85.0,24463.0,2079355.0
2024-07-03,Đường,Kon Tum,60.0,84257.0,5055420.0
2024-03-15,Gùi mây,Kon Tum,58.0,218634.0,12680772.0
2023-12-21,Gạo,Bình Định,63.0,83110.0,5235930.0
2024-03-31,Gùi mây,Đắk Lắk,,273518.0,13128864.0
2024-09-19,Cà phê,Phú Yên,43.0,86458.0,3717694.0
2024-03-27,Cà phê,Bình Định,25.0,37068.0,926700.0
2023-05-14,Gạo,Bình Định,28.0,102633.0,2873724.0
2023-05-15,Thổ cẩm,Kon Tum,46.0,139962.0,6438252.0
2023-11-28,Đường,Kon Tum,,175026.0,2800416.0
2023-09-21,Cà phê,Kon Tum,43.0,43822.0,1884346.0
 27/05/2024 ,Rượu cần,Đắk Lắk,64.0,75140.0,4808960.0
2024-07-31,Thổ cẩm,Phú Yên,1.0,271649.0,271649.0
2023-01-28,Rượu cần,Bình Định,69.0,171272.0,11817768.0
2024-05-20,Đường,Phú Yên,61.0,214931.0,13110791.0
2023-04-07,Cà phê,Gia Lai,39.0,201667.0,7865013.0
